100,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,100
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,125,121,0,0,0,0,124,125,125,125,125,111,125,125,131,0,0,0,0,133,125,125,111,125,125,125,125,125,125,100
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,126,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,126,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,126,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,126,0,0,0,0,123,125,125,121,0,0,0,0,124,125,125,122,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,126,0,0,0,0,0,0,0,126,0,0,0,0,126,0,0,0,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,126,0,0,0,0,0,0,0,126,0,0,0,0,126,0,0,0,0,0,0,0,0,0,114
112,0,0,126,0,0,0,0,126,0,0,0,0,0,0,0,0,0,126,0,0,0,0,126,0,0,0,0,0,0,0,126,0,0,0,0,126,0,0,0,0,0,0,0,0,0,114
112,0,0,126,0,0,0,0,126,0,0,0,0,0,0,0,0,0,126,0,0,0,0,126,0,0,0,0,0,0,0,126,0,0,0,0,126,0,0,0,0,0,0,0,0,0,114
100,125,125,122,0,0,0,0,123,125,125,125,125,125,125,125,125,125,112,0,0,0,0,114,125,125,125,125,125,125,125,112,0,0,0,0,126,0,0,0,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,126,0,0,0,0,0,0,0,126,0,0,0,0,123,125,125,121,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,126,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,126,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,126,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,126,0,0,0,0,0,0,114
100,125,125,125,125,125,125,131,0,0,0,0,133,125,125,125,125,125,122,0,0,0,0,123,125,125,125,131,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,125,125,122,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,114
100,111,111,111,111,111,111,111,111,111,111,111,121,4,4,4,4,124,111,111,111,111,111,111,111,111,111,111,111,111,111,121,4,4,4,4,126,0,0,0,0,0,0,0,0,0,114
100,100,100,100,100,100,100,100,100,100,100,100,100,111,111,111,111,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,111,111,111,111,100,111,111,111,111,111,111,111,111,111,100
